Geneid,p_value,padj
DSCR4,0.0,0.0
DSCR8,0.0,0.0
DSCR9,0.0,0.0
DSE,3.56598274335681e-164,5.700818405988557e-164
DSEL,1.1386249039010142e-21,1.1685700181606913e-21
DSG1,3.848991090289486e-60,4.316148980266176e-60
DSG1-AS1,2.6052947924117937e-23,2.6813422422104124e-23
DSG2,1.2662988774783225e-151,1.922790038584772e-151
DSG2-AS1,1.0475037099800485e-291,3.039410890810414e-291
DSG3,1.720833282517672e-56,1.912000072226951e-56
DSG4,3.717870070913079e-79,4.384135237526388e-79
DSN1,4.203813821044169e-102,5.284663358761722e-102
DSP,8.180034461017736e-50,8.93694189192713e-50
DSPP,0.0,0.0
DST,2.6696804619753134e-129,3.687265924206336e-129
DSTN,0.0,0.0
DSTNP2,1.479937868739325e-194,2.6597525165759282e-194
DSTNP4,0.0,0.0
DSTYK,5.526803598730789e-228,1.1546059890860874e-227
DTD1,1.8148620793157654e-139,2.6155097968306325e-139
DTD2,1.3551699447400278e-178,2.2841458863612296e-178
DTHD1,1.2880477247013045e-175,2.1499210391128632e-175
DTL,1.1180660493772282e-244,2.52475016877808e-244
DTNA,2.635807963318801e-68,3.01849502847312e-68
DTNB,2.339763856443675e-144,3.444199413768888e-144
DTNBP1,3.7820778592038104e-193,6.754988800737611e-193
DTWD1,0.0,0.0
DTWD2,2.094371577280516e-33,2.1998545253333303e-33
DTX1,6.64353919953773e-309,2.139013376173356e-308
DTX2,5.991258987562185e-160,9.41203240513317e-160
DTX3,0.0,0.0
DTX3L,1.5731339267915044e-126,2.148397623254499e-126
DTX4,2.314657643402643e-57,2.578636356592754e-57
DTYMK,6.593103637158225e-126,8.975321831841246e-126
DUBR,1.3622063284000003e-231,2.890373099721833e-231
DUOX1,1.1778201615487317e-152,1.7950705897595816e-152
DUOX2,2.717258533559788e-84,3.2462723368970813e-84
DUOXA1,9.482537076194145e-158,1.4770714677105338e-157
DUOXA2,3.0379624126889073e-72,3.5124056738851763e-72
DUS1L,0.0,0.0
DUS2,1.5955392208216824e-109,2.052273464815554e-109
DUS3L,2.3339690070958e-310,7.5771718019422e-310
DUS4L,1.2952056286050265e-200,2.391979978583631e-200
DUSP1,0.0,0.0
DUSP10,1.3661696480054095e-27,1.4160487091197294e-27
DUSP11,5.503000767966787e-142,8.023118647521993e-142
DUSP12,3.9219756206846594e-109,5.037913785463267e-109
DUSP13,3.824586825664322e-55,4.233116386602027e-55
DUSP14,1.070006257294583e-255,2.547918509458112e-255
DUSP15,1.867289803133629e-13,1.8901947868695834e-13
DUSP16,1.0607450494068312e-193,1.8988177590998975e-193
DUSP18,2.9452266144379204e-57,3.2796913121889477e-57
DUSP19,5.493846085271848e-86,6.594219177734284e-86
DUSP2,1.03497385434234e-212,2.016521792534318e-212
DUSP21,0.0,0.0
DUSP22,0.0,0.0
DUSP23,1.188758274055596e-264,2.9682215054610174e-264
DUSP26,4.0978583907091224e-40,4.375711510420501e-40
DUSP28,0.0,0.0
DUSP3,3.120757014213423e-285,8.730535783140931e-285
DUSP4,5.74256544682231e-50,6.277505785188342e-50
DUSP5,1.3473345704259892e-215,2.6545465642211173e-215
DUSP5P1,6.379195626737712e-231,1.3503227002850887e-230
DUSP6,5.501735367910472e-19,5.619125897652075e-19
DUSP7,0.0,0.0
DUSP8,1.637351097774991e-295,4.858663703463255e-295
DUSP9,4.588556250261807e-182,7.835564718981521e-182
DUT,0.0,0.0
DUX4,0.0,0.0
DUXA,0.0,0.0
DUXAP10,2.1588109482791057e-108,2.7639694863581233e-108
DUXAP8,1.6420460346319535e-49,1.7922853845342797e-49
DUXAP9,0.0,0.0
DUXB,0.0,0.0
DVL1,0.0,0.0
DVL2,0.0,0.0
DVL3,0.0,0.0
DXO,2.80232893667511e-90,3.406950123455895e-90
DYDC1,0.0,0.0
DYDC2,1.322508535134714e-157,2.058785430219179e-157
DYM,1.8515587212030973e-229,3.8938881984819246e-229
DYNAP,3.5199512113690784e-148,5.2693990045878846e-148
DYNC1H1,6.078145690689383e-220,1.2218914378977767e-219
DYNC1I1,1.7712243711131384e-81,2.1004723111258767e-81
DYNC1I2,4.25621686459258e-141,6.179149825990262e-141
DYNC1LI1,1.24918859700688e-289,3.579059016611051e-289
DYNC1LI2,1.3087597464399501e-148,1.9627986192048863e-148
DYNC2H1,2.759274611553301e-146,4.095773235536278e-146
DYNC2LI1,6.118782869545709e-97,7.574539318695651e-97
DYNLL1,1.3072851350242416e-198,2.3910814226881265e-198
DYNLL2,2.6962007118769162e-303,8.380899850176065e-303
DYNLRB1,5.529092848262347e-231,1.170591574605906e-230
DYNLRB2,3.2242390266451904e-133,4.53066093069752e-133
DYNLT1,1.2115411037058407e-224,2.492139942081951e-224
DYNLT3,3.426230995583389e-270,8.808122202133983e-270
DYRK1A,5.2007456436242585e-254,1.2282487198564461e-253
DYRK1B,2.9886148168423337e-295,8.861541216095027e-295
DYRK2,8.257768736162933e-197,1.4977695555491995e-196
DYRK3,9.073867243269898e-103,1.1426829262650886e-102
DYRK4,1.257407005425072e-114,1.6442630143071992e-114
DYSF,1.985437029691227e-83,2.3670620428547438e-83
DYTN,0.0,0.0
DZANK1,3.826104047271537e-100,4.783461098196127e-100
DZIP1,4.3157350703648473e-47,4.682192265577243e-47
DZIP1L,2.817017446621788e-118,3.7266725862456933e-118
DZIP3,4.006171090335103e-187,6.985616720984202e-187
E2F1,2.91673042773732e-18,2.9750055982024568e-18
E2F2,2.71258670668086e-84,3.2408591320959013e-84
E2F3,3.784939248275016e-25,3.9064210710186466e-25
E2F3-IT1,0.0,0.0
E2F4,4.574327551654246e-258,1.101436075604344e-257
E2F5,9.067703760732161e-124,1.2240549448117806e-123
E2F6,2.8799062849231362e-176,4.8181196268035374e-176
E2F7,1.0800565401626919e-205,2.0399689729865314e-205
E2F8,5.955587003432338e-118,7.871042716665298e-118
E4F1,0.0,0.0
EAF1,2.1121256201196458e-194,3.7923715415764425e-194
EAF2,2.8597434700810876e-203,5.343076657887443e-203
EAPP,0.0,0.0
EARS2,0.0,0.0
EBAG9,4.293686673901715e-161,6.778048815900795e-161
EBF1,4.954823373811171e-146,7.3509796609722525e-146
EBF2,2.5731386678277973e-103,3.245710003181242e-103
EBF3,1.1468475644626338e-87,1.383330800722322e-87
EBF4,1.041775790504924e-265,2.612552641388233e-265
EBI3,1.0754422170818704e-07,1.0799451154088007e-07
EBLN1,0.0,0.0
EBLN2,4.906538296039712e-75,5.719036993267773e-75
EBLN3P,0.0,0.0
EBNA1BP2,7.355862049570665e-134,1.0360394435022633e-133
EBP,3.556064693662508e-155,5.47694384285809e-155
EBPL,1.717909011320346e-296,5.127448415431637e-296
ECD,1.189206424246581e-174,1.9786304893664752e-174
ECE1,5.069250727707253e-140,7.328546323918862e-140
ECE2,0.0,0.0
ECEL1,1.2584909353678797e-40,1.3453821468129294e-40
ECEL1P2,7.156802709587685e-203,1.3347770399801285e-202
ECH1,0.0,0.0
ECHDC1,1.73736511643373e-172,2.867461967080301e-172
ECHDC2,8.795382981422438e-275,2.317254809065914e-274
ECHDC3,0.0,0.0
ECHS1,6.8807354785043985e-248,1.5793246302171795e-247
ECI1,5.9772856831845964e-269,1.5260703655981608e-268
ECI2,1.4125872500037565e-151,2.144212080965618e-151
ECM1,1.3798008620922282e-146,2.052098381810701e-146
ECM2,2.2626349686363904e-88,2.7347843728218936e-88
ECSCR,3.986525976211771e-245,9.022488359018955e-245
ECSIT,0.0,0.0
ECT2,6.163604546731462e-242,1.374838510791951e-241
ECT2L,2.132581400411359e-177,3.5813679185318107e-177
EDA,4.705084828589812e-285,1.3142044533962372e-284
EDA2R,9.902591121433773e-78,1.162776713483737e-77
EDAR,3.22729870816432e-15,3.275671198059218e-15
EDARADD,1.179585787380908e-188,2.069240622373945e-188
EDC3,3.555415910765913e-146,5.276517721379037e-146
EDC4,0.0,0.0
EDDM3A,0.0,0.0
EDDM3B,0.0,0.0
EDEM1,8.768546720292729e-172,1.4428746404232405e-171
EDEM2,0.0,0.0
EDEM3,1.2863603926778175e-126,1.757590747196847e-126
EDF1,5.3389924186024394e-278,1.4318574425847707e-277
EDIL3,4.128765793865686e-90,5.0161312668441534e-90
EDN1,9.296532441467498e-194,1.6646707336471276e-193
EDN2,5.855866711213318e-52,6.4325131278137134e-52
EDN3,9.399634480295179e-61,1.0556935818259327e-60
EDNRA,3.106897221018787e-132,4.347201556775239e-132
EDNRB,2.3323947768478977e-48,2.5383369891352807e-48
EDNRB-AS1,0.0,0.0
EDRF1,4.754783475327643e-241,1.0561903978383373e-240
EDRF1-AS1,1.895392919337513e-86,2.278350557315803e-86
EEA1,9.892710343969046e-188,1.7294590961240952e-187
EED,3.392503908080444e-136,4.8188666777496535e-136
EEF1A1,0.0,0.0
EEF1A2,1.408121191837328e-21,1.4450250633295883e-21
EEF1AKMT1,6.147414237152875e-116,8.074508836568417e-116
EEF1B2,0.0,0.0
EEF1D,4.925999155233667e-27,5.101484551551815e-27
EEF1DP3,1.0877870919452163e-110,1.4047456394047148e-110
EEF1E1,7.378050571564565e-219,1.4753537985035832e-218
EEF1G,9.702124369032687e-284,2.6874604363884575e-283
EEF2,2.03181783283e-311,6.6506360226163e-311
EEF2K,0.0,0.0
EEF2KMT,8.996826461520916e-224,1.8442212646906833e-223
EEFSEC,1.096917054223092e-298,3.3195870473754565e-298
EEPD1,2.5624710895116006e-297,7.69710820155448e-297
EFCAB10,3.076327596843012e-250,7.140776952284858e-250
EFCAB11,2.5351563298122346e-285,7.095725667103925e-285
EFCAB12,3.1463112982856613e-78,3.700294801641164e-78
EFCAB13,3.586645841966364e-129,4.951072238469547e-129
EFCAB14,0.0,0.0
EFCAB14-AS1,1.9859980588710894e-271,5.140598010955364e-271
EFCAB2,3.530550781681752e-11,3.561019897377696e-11
EFCAB3,0.0,0.0
EFCAB5,8.923331687256206e-300,2.7168842735703105e-299
EFCAB6,9.671058130726337e-92,1.180628008493336e-91
EFCAB6-AS1,0.0,0.0
EFCAB7,9.592079582201405e-109,1.2303511994462683e-108
EFCAB8,5.58549095202708e-247,1.277190820135778e-246
EFCAB9,0.0,0.0
EFCC1,0.0,0.0
EFEMP1,1.1498568956660378e-154,1.766248926934075e-154
EFEMP2,3.4852276997729883e-72,4.028914121583235e-72
EFHB,5.4313123645287725e-67,6.197677349502427e-67
EFHC1,7.86191834665592e-167,1.2688406561993965e-166
EFHC2,6.774648595320586e-65,7.68485536082481e-65
EFHD1,1.415964062841039e-308,4.549421794983545e-308
EFHD2,7.053120840451874e-247,1.6119818764201305e-246
EFL1,6.740687571510354e-202,1.2516944160533463e-201
EFNA1,8.393812741871523e-306,2.65065347097586e-305
EFNA2,5.706507409485152e-303,1.7711866621189828e-302
EFNA3,3.442697800129608e-131,4.792591701444107e-131
EFNA4,8.169365687723204e-230,1.721188466271404e-229
EFNA5,6.789404306640231e-248,1.558516896870236e-247
EFNB1,0.0,0.0
EFNB2,0.0,0.0
EFNB3,2.2593105058048782e-144,3.3261950946768664e-144
EFR3A,1.2040895291929282e-176,2.0172420374108985e-176
EFR3B,2.2678136862287086e-06,2.2753243119979863e-06
EFS,0.0,0.0
EFTUD2,2.556541743070269e-211,4.95261397496423e-211
EGF,1.2187803021763281e-26,1.2614041929923481e-26
EGFEM1P,2.762249429724947e-187,4.818397671792347e-187
EGFL6,1.171676764607745e-46,1.2691924642826967e-46
EGFL7,0.0,0.0
EGFL8,0.0,0.0
EGFLAM,1.4833485555964732e-72,1.717161101314958e-72
EGFLAM-AS1,0.0,0.0
EGFLAM-AS2,0.0,0.0
EGFLAM-AS4,0.0,0.0
EGFR,1.9222732377726425e-122,2.5823221323576243e-122
EGFR-AS1,5.114304095321618e-25,5.276561099242021e-25
EGLN1,8.771745740343537e-145,1.294204895390385e-144
EGLN2,0.0,0.0
EGLN3,1.1200803622803596e-125,1.5238864421877326e-125
EGLN3-AS1,0.0,0.0
EGOT,1.1086333617887234e-138,1.5925364687935842e-138
EGR1,7.20117501734948e-183,1.2330793812245604e-182
EGR2,1.2650123198432657e-50,1.3848910490262636e-50
EGR3,1.4321629146169592e-155,2.210209728945698e-155
EGR4,7.103767925856737e-308,2.271942668772406e-307
EHBP1,1.7010534120349525e-124,2.3032847423366705e-124
EHBP1L1,7.409267438526301e-116,9.726934285815346e-116
EHD1,0.0,0.0
EHD2,0.0,0.0
EHD3,1.3371345329666754e-98,1.6637584028871992e-98
EHD4,0.0,0.0
EHD4-AS1,3.409522123278522e-257,8.172063019609066e-257
EHF,2.0710302178516548e-33,2.175436823569346e-33
EHHADH,1.1319778385552115e-18,1.155515750604974e-18
EHHADH-AS1,0.0,0.0
EHMT1,1.2981065728227579e-174,2.1593530621104816e-174
EHMT2,3.4002855973295254e-297,1.0204402449545749e-296
EHMT2-AS1,0.0,0.0
EI24,2.4093802840296944e-145,3.562163466223572e-145
EID1,2.343931351198274e-237,5.11677969375074e-237
EID2,5.957241224919774e-273,1.5549203260690725e-272
EID2B,9.694344124084619e-79,1.141993241815934e-78
EID3,5.329032100864542e-103,6.716056439340151e-103
EIF1,0.0,0.0
EIF1AD,0.0,0.0
EIF1AX,0.0,0.0
EIF1AX-AS1,0.0,0.0
EIF1AY,2.597542998158809e-37,2.7533644855028963e-37
EIF1B,0.0,0.0
EIF1B-AS1,1.4060225633243467e-214,2.7607251831809447e-214
EIF2A,1.8923799297255564e-142,2.7628506976538497e-142
EIF2AK1,2.9293980644972927e-168,4.760478616388034e-168
EIF2AK2,2.813916543933453e-152,4.282063087080226e-152
EIF2AK3,1.1530989358862515e-243,2.5931773686115503e-243
EIF2AK4,2.7327258291668557e-297,8.20530509790528e-297
EIF2B1,4.3698245819854996e-144,6.425933523384693e-144
EIF2B2,1.717173450986892e-212,3.3431592707189417e-212
EIF2B3,8.17278011959623e-139,1.174301606799698e-138
EIF2B4,4.034475863074219e-127,5.5232353592235e-127
EIF2B5,6.202779733080675e-169,1.0103487836890659e-168
EIF2D,7.428278803013376e-203,1.3851841836930425e-202
EIF2S1,4.68242639594108e-209,8.981770002511659e-209
EIF2S2,1.544099989302881e-152,2.3522137193138504e-152
EIF2S3,3.194661197915669e-300,9.751276603580852e-300
EIF3A,3.743125280610992e-231,7.930589533522359e-231
EIF3B,1.524859875580642e-153,2.330614297355862e-153
EIF3C,4.624814331168208e-172,7.618898480310304e-172
EIF3CL,1.0294748799542165e-154,1.5815459822556803e-154
EIF3D,3.937504167967463e-305,1.2391620552663049e-304
EIF3E,2.1788272094078113e-146,3.2366809258278245e-146
EIF3F,0.0,0.0
EIF3G,0.0,0.0
EIF3H,3.3021064419683515e-207,6.281723433849403e-207
EIF3I,7.936813700874266e-278,2.1273247805463227e-277
EIF3IP1,0.0,0.0
EIF3J,1.3573380242773265e-261,3.3313453438824397e-261
EIF3K,6.23610056343918e-182,1.0643438055791231e-181
EIF3L,3.535977405130785e-81,4.189601882242239e-81
EIF3M,1.1196423875136727e-136,1.5932414295497403e-136
EIF4A2,1.292387508149781e-270,3.331384906811527e-270
EIF4A3,6.871785110050871e-191,1.2150831762062152e-190
EIF4B,6.450588249913963e-250,1.4949002905487578e-249
EIF4E,4.536791987921592e-134,6.393383445336438e-134
EIF4E1B,0.0,0.0
EIF4E2,4.849931714794093e-198,8.848243090445262e-198
EIF4E3,0.0,0.0
EIF4EBP1,1.1801591072340754e-138,1.6951764479978385e-138
EIF4EBP2,0.0,0.0
EIF4EBP3,0.0,0.0
EIF4ENIF1,4.620946157940752e-127,6.3249904488691454e-127
EIF4G1,1.103539511313021e-177,1.8551324261442023e-177
EIF4G2,9.95132501117228e-194,1.7816431341930837e-193
EIF4G3,4.1054838406052233e-227,8.54267148179798e-227
EIF4H,0.0,0.0
EIF5,2.7534398174170286e-216,5.444451937153011e-216
EIF5A,1.0801180014855977e-156,1.6746556812258855e-156
EIF5A2,3.339462898432422e-83,3.9776406504660154e-83
EIF5AL1,1.9920053412298417e-88,2.4084404230675772e-88
EIF5B,1.2592220680813764e-135,1.7849122019027033e-135
EIF6,7.327562882312054e-261,1.7921160803309194e-260
ELAC1,1.378407021302411e-259,3.346667010278046e-259
ELAC2,6.317879996531715e-140,9.1290867980511e-140
ELANE,8.426147583348796e-229,1.7681700871219714e-228
ELAVL1,7.105852504663181e-306,2.2457810304374065e-305
ELAVL2,1.9335007931993415e-209,3.715936749801472e-209
ELAVL3,8.71218834088362e-174,1.4449605558313242e-173
ELAVL4,4.746693407834274e-285,1.3253440337372826e-284
ELDR,0.0,0.0
ELF1,5.902180911198542e-152,8.971533194654731e-152
ELF2,1.4256948055674343e-239,3.1435737601402613e-239
ELF3,6.209010218953525e-19,6.340648065341344e-19
ELF3-AS1,5.533275816541611e-166,8.905224549144e-166
ELF4,3.6027904018225647e-134,5.079647655331459e-134
ELF5,3.96156636048076e-44,4.267385790385937e-44
ELFN1,1.6992399489737097e-12,1.7173653740033664e-12
ELFN1-AS1,0.0,0.0
ELFN2,0.0,0.0
ELK1,1.9041925567768657e-274,5.008811770505034e-274
ELK2AP,0.0,0.0
ELK3,1.8576716441352488e-159,2.912764364925767e-159
ELK4,5.12081958176189e-189,8.993954538903483e-189
ELL,0.0,0.0
ELL2,0.0,0.0
ELL3,1.016932372766743e-170,1.6671782220579245e-170
ELMO1,1.6867199616348348e-58,1.8840986025946264e-58
ELMO1-AS1,0.0,0.0
ELMO2,0.0,0.0
ELMO3,7.294863258592403e-168,1.182628725995152e-167
ELMOD1,6.690298121043001e-37,7.082506043445403e-37
ELMOD2,5.8654252577989e-95,7.222459682081606e-95
ELMOD3,0.0,0.0
ELN,2.0616337695574896e-231,4.371620548009914e-231
ELOA,9.235468232845802e-206,1.7447888782558609e-205
ELOA-AS1,4.1512788789197826e-141,6.027561638913355e-141
ELOA2,0.0,0.0
ELOB,1.0711886988013084e-258,2.5865808706031805e-258
ELOC,7.022336547529005e-206,1.3279858453413371e-205
ELOF1,7.32208330024876e-287,2.065976052756464e-286
ELOVL1,7.64373246193829e-297,2.2870603795148433e-296
ELOVL2,9.018052049472901e-133,1.2650437481695247e-132
ELOVL2-AS1,0.0,0.0
ELOVL3,9.187872891828315e-60,1.0297000849954007e-59
ELOVL4,1.857295799246577e-105,2.3564434056236946e-105
ELOVL5,1.4199972376725317e-132,1.99013978574217e-132
ELOVL6,3.657808270412228e-219,7.323250227649664e-219
ELOVL7,2.9629318613152642e-192,5.27109744822459e-192
ELP2,1.125583273511662e-263,2.7959250500952102e-263
ELP3,4.8610089955667234e-238,1.0639782404594376e-237
ELP4,1.1200271591558322e-133,1.576542477985198e-133
ELP5,9.8023080078546e-187,1.7058831411401685e-186
ELP6,8.906300958272149e-201,1.6463964131935607e-200
ELSPBP1,0.0,0.0
EMB,9.138241558705867e-131,1.2696045959910926e-130
EMBP1,1.4473959219004787e-101,1.8163647302467226e-101
EMC1,4.947136718265744e-165,7.931402813268609e-165
EMC10,8.483386088278122e-210,1.6331227533153468e-209
EMC2,3.2090391800108586e-128,4.4128840757671867e-128
EMC3,4.636058525666851e-177,7.775394193979719e-177
EMC3-AS1,2.2130541979266624e-36,2.3405309992220246e-36
EMC4,0.0,0.0
EMC6,0.0,0.0
EMC7,3.045312874279182e-264,7.585771244985814e-264
EMC8,2.2833714319458576e-262,5.636575946083566e-262
EMC9,1.5957721085012645e-278,4.2921795591277e-278
EMCN,1.0168071535626185e-180,1.7269819934808002e-180
EMD,0.0,0.0
EME1,6.305487854722154e-244,1.4196905179652146e-243
EME2,0.0,0.0
EMG1,1.1482391969843288e-184,1.9823829687587872e-184
EMID1,1.0520683414884708e-125,1.431524229917295e-125
EMILIN1,1.1945441114021115e-204,2.246808563101235e-204
EMILIN2,5.6166400445126655e-68,6.4260346046938784e-68
EMILIN3,6.932508649793883e-80,8.191218267107378e-80
EML1,1.3477825183793161e-210,2.6033007301313234e-210
EML2,1.453968324707795e-189,2.556798801502503e-189
EML2-AS1,1.597208211336851e-271,4.136571637550018e-271
EML3,0.0,0.0
EML4,1.5528075676065124e-169,2.535771433191882e-169
EML5,1.92289265492959e-222,3.918629889104167e-222
EML6,2.2795684083079883e-67,2.603541000688681e-67
EMP1,0.0,0.0
EMP2,0.0,0.0
EMP3,2.9958772782798585e-41,3.207639437086842e-41
EMSY,4.35916590603344e-191,7.715076932932118e-191
EMX1,1.7177596971836737e-275,4.544897640537451e-275
EMX2,4.378109409791195e-45,4.727586110638424e-45
EMX2OS,3.360693950029258e-151,5.094253572024073e-151
EN1,6.752471494909928e-16,6.859123960946184e-16
EN2,1.1434778557953991e-226,2.3735515823866993e-226
ENAH,7.439041145196525e-105,9.42529624295646e-105
ENAM,8.821185990349851e-277,2.3498667851650464e-276
ENC1,1.387708559448215e-61,1.5606976295787272e-61
ENDOD1,0.0,0.0
ENDOG,3.2858337972632216e-240,7.26873917642087e-240
ENDOU,6.483757730366558e-237,1.4112501227449387e-236
ENDOV,0.0,0.0
ENG,1.843091682905218e-158,2.8769724004887956e-158
ENGASE,0.0,0.0
ENHO,6.7024603417607135e-12,6.7686059436246616e-12
ENKD1,0.0,0.0
ENKUR,1.9257563757669256e-212,3.7479809632846743e-212
ENO1,1.922263811177621e-79,2.2688369297459142e-79
ENO1-AS1,5.333234404935965e-293,1.5606556804682974e-292
ENO2,7.90472269098883e-90,9.593502463619568e-90
ENO3,3.3255704515287237e-44,3.582963690968523e-44
ENO4,1.978505791410916e-288,5.629401549857258e-288
ENOPH1,6.480668724692046e-201,1.1986738168164336e-200
ENOSF1,3.306264257621516e-130,4.584091790164867e-130
ENOX1,7.357493432589977e-86,8.826998530141819e-86
ENOX1-AS2,0.0,0.0
ENOX2,4.1190054596288116e-151,6.242494846135713e-151
ENPEP,3.826690906381067e-51,4.194112982744689e-51
ENPP1,9.22252623346333e-33,9.674219508827724e-33
ENPP2,4.156918686958839e-31,4.344480065753078e-31
ENPP3,9.059375149360181e-18,9.233832991228864e-18
ENPP4,4.655018388165939e-70,5.3585892389946793e-70
ENPP5,1.7645570539291652e-14,1.7894274845694636e-14
ENPP6,1.9541873248450847e-86,2.3487789187321585e-86
ENPP7,0.0,0.0
ENPP7P13,0.0,0.0
ENSA,0.0,0.0
ENTHD1,1.294535738719442e-282,3.5609785959709e-282
ENTPD1,3.0585831772263217e-174,5.080134112859532e-174
ENTPD1-AS1,5.668958458185701e-237,1.2343682574358577e-236
ENTPD2,2.6495574517114788e-139,3.816529702715534e-139
ENTPD3,3.909274188330719e-71,4.510731127198881e-71
ENTPD3-AS1,0.0,0.0
ENTPD4,2.786159917559401e-209,5.349724455165345e-209
ENTPD5,4.322112006638452e-62,4.866365437959984e-62
ENTPD6,1.863477369445368e-242,4.165505141175743e-242
ENTPD7,6.741785755451306e-256,1.6063631919022132e-255
ENTPD8,3.9050776747833935e-197,7.095770529888159e-197
ENY2,3.5718086343258023e-119,4.740449734650523e-119
EOGT,2.4857692385381768e-169,4.056442763349847e-169
EOMES,6.961880890819854e-151,1.0543336553985154e-150
EP300,3.786615574625315e-209,7.266464159874417e-209
EP300-AS1,2.784901369118671e-28,2.892046778340548e-28
EP400,9.045069301980372e-188,1.5813932387333593e-187
EPAS1,4.400584527970064e-129,6.070280880233824e-129
EPB41,2.4718272207849964e-185,4.276797920745003e-185
EPB41L1,3.865299218905455e-124,5.22483703493684e-124
EPB41L2,6.191824224721649e-98,7.689765410755232e-98
EPB41L3,3.7452259978556964e-93,4.589147598436911e-93
